202,879,436,916
202,730,387,764
202,1479,373,1524
267,284,489,322
200,581,369,622
391,121,622,166
199,1330,319,1372
371,1032,529,1072
364,12,719,49
202,1030,361,1065
275,439,412,463
186,116,384,166
975,108,1057,161
332,1331,466,1364
511,1708,644,1751
270,1180,350,1215
169,1707,279,1742
366,1706,496,1742
204,1183,262,1214
48,256,109,284
973,19,1061,46
288,1708,352,1740
204,432,263,464
203,281,260,322
