44,312,108,327
15,158,60,175
28,105,87,119
239,246,312,260
12,37,55,50
239,401,277,413
32,246,90,260
65,89,114,100
116,105,162,117
21,543,66,558
254,105,309,117
131,400,169,414
263,88,306,101
279,400,313,414
56,399,90,413
203,106,254,117
11,313,42,328
114,88,158,101
169,106,206,118
28,88,67,103
145,247,189,261
30,399,57,412
209,89,254,101
302,4,332,15
169,399,205,413
185,89,220,101
87,106,120,118
158,90,187,102
